RAJ2000,DEJ2000,R,GCVS,RAJ2000,DEJ2000,VarType,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,n_Minmag,Names
244.2566667,-22.9744444,*,Sco      ,16 17 01.60,-22 58 28.0,CV:    , ,    , , ,    , ,NGC 6093-CX3
244.258375,-22.9758333,*,Sco      ,16 17 02.01,-22 58 33.0,CV:    , ,    , , ,    , ,NGC 6093-CX4
244.25875,-22.9755,*,Sco      ,16 17 02.10,-22 58 31.8,CV:    , ,    , , ,    , ,NGC 6093-CX15
244.2591667,-22.9771944, ,Sco      ,16 17 02.20,-22 58 37.9,UG     , ,19.5,x, ,21.5,x,NGC 6093-CX17
244.26075,-22.9768056,*,Sco      ,16 17 02.58,-22 58 36.5,CV:    , ,    , , ,    , ,NGC 6093-CX2
244.2617917,-22.9753611,*,T Sco    ,16 17 02.83,-22 58 31.3,N:     , ,7,v, ,22.2,B,
244.8237917,-2.4916667, ,X Ser    ,16 19 17.71,-02 29 30.0,NB:    , ,8.9,p, ,18.3,p,HV 3137
244.9364167,-51.5814167,*,V382 Nor ,16 19 44.74,-51 34 53.1,N      , ,8.9,r, ,    , ,Nova Normae 2005
244.9555417,14.8864167,*,Her1     ,16 19 49.33,+14 53 11.1,non-CV , ,    , , ,    , ,PG 1617+150
245.2065833,-54.8897222, ,HP Nor   ,16 20 49.58,-54 53 23.0,UGZ    , ,12.8,v, ,16.4,V,HV 8865
245.5297878,19.3768731,*,V589 Her ,16 22 07.15,+19 22 36.7,UGSU   , ,14.1,p,<,17.5,p,S 10296
245.551873,34.1965016, ,CrB      ,16 22 12.45,+34 11 47.3,CV     , ,19.2,s, ,    , ,SDSS J162212+341147
245.628375,-17.8789167,*,U Sco    ,16 22 30.81,-17 52 44.1,NRB    , ,8.8,V, ,19.5,V,BD -17 4554
245.8922083,-26.5263611,*,Sco      ,16 23 34.13,-26 31 34.9,CV     , ,17.4,V, ,    , ,NGC 6121-CX1
245.893,-26.5109167,*,Sco      ,16 23 34.32,-26 30 39.3,CV:    , ,21.7,V, ,    , ,NGC 6121-CX4
245.9433333,-26.5210278,*,Sco      ,16 23 46.40,-26 31 15.7,QSO/CV:, ,24.1,V, ,    , ,NGC 6121-CX2
246.191125,-57.2345,*,PZ Nor   ,16 24 45.87,-57 14 04.2,non-CV , ,    , , ,    , ,S 5733
246.2572896,39.1573371,*,V844 Her ,16 25 01.75,+39 09 26.4,UGSU   , ,12.5,p, ,17.5,p,Antipin V43
246.311625,-4.6738333,*,V699 Oph ,16 25 14.79,-04 40 25.8,UGSU   , ,13.8,p, ,18.5,p,HV 10577
246.3708333,-55.3336111, ,IK Nor   ,16 25 29.00,-55 20 01.0,UG     , ,12.9,p, ,16.3,p,
246.5339982,33.4743932, ,Her      ,16 26 08.16,+33 28 27.8,AM     , ,18.4,s, ,    , ,SDSS J162608+332827
246.6634167,-22.3162778,*,TU Oph   ,16 26 39.22,-22 18 58.6,non-CV , ,    , , ,    , ,HV 1068
246.8881667,-59.3324722,*,KQ Nor   ,16 27 33.16,-59 19 56.9,non-CV , ,    , , ,    , ,S 5752
247.03625,-38.8119444, ,Sco1     ,16 28 08.70,-38 48 43.0,CV:    , ,16.8,B,<,19.6,B,NGC 6139 V4
247.1287164,24.04975, ,Her      ,16 28 30.89,+24 02 59.1,CV     , ,19.8,g, ,    , ,SDSS J162830+240259
247.347875,86.4336389,*,UMi      ,16 29 23.49,+86 26 01.1,non-CV , ,    , , ,    , ,NSV 7956
247.4022191,26.5887841, ,Her      ,16 29 36.53,+26 35 19.6,AM:    , ,19.3,s, ,    , ,SDSS J162936+263519
247.6525417,-61.8391667,*,FL TrA   ,16 30 36.61,-61 50 21.0,UGSU   , ,15.3,V,<,17,p,S 5770
247.7352083,21.2828889,*,V592 Her ,16 30 56.45,+21 16 58.4,UGWZ   , ,12.3,p,<,21,p,S 10376
247.74625,69.835,*,UMi      ,16 30 59.10,+69 50 06.0,CV     , ,20.4,V, ,    , ,RX J1630.9+6950
247.8576667,73.9032778,*,Dra      ,16 31 25.84,+73 54 11.8,CV     , ,18.3,V, ,    , ,RX J1631.4+7354
248.4735417,-56.4664722,*,LR Nor   ,16 33 53.65,-56 27 59.3,non-CV , ,    , , ,    , ,S 5796
248.9404167,11.4161389,*,V849 Her ,16 35 45.70,+11 24 58.1,UG:    , ,15,V, ,    , ,PG 1633+115
249.020875,46.8679167, ,Her      ,16 36 05.01,+46 52 04.5,CV/UG: , ,16.7,s, ,    , ,SDSS J163605+465205
249.3425833,-0.3325833,*,Oph      ,16 37 22.22,-00 19 57.3,UG     , ,16.6,s, ,20,s,SDSSp J163722-001957
249.5225,8.6328889,*,V544 Her ,16 38 05.40,+08 37 58.4,UG     , ,14.5,p, ,20,p,S 9789
250.2094583,-52.4309167,*,OY Ara   ,16 40 50.27,-52 25 51.3,NA     , ,6,p, ,17.5,p,HD 149990
250.343375,33.7481111,*,Her3     ,16 41 22.41,+33 44 53.2,non-CV , ,    , , ,    , ,PG 1639+338
250.432,36.4679722,*,Her      ,16 41 43.68,+36 28 04.7,CV:    , ,22.1,V, ,    , ,NGC 6205-23081
250.4379167,36.4608333,*,Her      ,16 41 45.10,+36 27 39.0,CV:    , ,21,V, ,    , ,NGC 6205-21429
250.9131667,22.5237222,*,V610 Her ,16 43 39.16,+22 31 25.4,UG     , ,16.2,p,<,16.8,p,S 10311
250.9404167,34.0443333, ,Her      ,16 43 45.70,+34 02 39.6,NL     , ,12.6,V, ,    , ,RX J1643.7+3402
251.0417083,25.2505556,*,AH Her   ,16 44 10.01,+25 15 02.0,UGZ    , ,11.3,v, ,14.7,v,SVS 32
251.2059645,19.9944399,*,V611 Her ,16 44 49.43,+19 59 40.0,UG     , ,15.4,p,<,16.4,p,S 10312
251.6912917,-27.407,*,AC Sco   ,16 46 45.91,-27 24 25.2,non-CV:, ,12.5,p,<,16,p,HV 1095
251.7404583,-55.6892222,*,V663 Ara ,16 46 57.71,-55 41 21.2,UGSU   , ,15.9,p,<,16.3,p,S 5893
251.97825,77.0367222,*,RW UMi   ,16 47 54.78,+77 02 12.2,NB/UG  , ,6,p, ,18.5,B,SVS 1359
252.6065833,-25.5604167,*,AF Sco   ,16 50 25.58,-25 33 37.5,non-CV , ,    , , ,    , ,HV 1108
252.616375,-28.1329444, ,DV Sco   ,16 50 27.93,-28 07 58.6,UGSU   , ,13.8,B,<,18.4,B,HV 4225
253.1868398,33.6570583, ,Her      ,16 52 44.84,+33 39 25.4,CV     , ,18.8,s, ,    , ,SDSS J165244+333925
253.4960802,20.169572, ,Her      ,16 53 59.06,+20 10 10.4,UGSU   , ,14.8,V, ,17.5,g,SDSS J165359+201010
253.683,-29.6241111,*,V840 Oph ,16 54 43.92,-29 37 26.8,NA:    , ,6.5,p, ,19.3,V,HV 3522
254.2422043,21.3609337, ,Her      ,16 56 58.13,+21 21 39.3,CV     , ,18.5,s, ,    , ,SDSS J165658+212139
254.360625,65.5180278,*,Dra      ,16 57 26.55,+65 31 04.9,non-CV , ,    , , ,    , ,PG 1657+656
254.6570915,18.7909271, ,Her      ,16 58 37.70,+18 47 27.4,CV     , ,20.1,g, ,    , ,SDSS J165837+184727
254.8285833,-61.72525,*,V422 Ara ,16 59 18.86,-61 43 30.9,non-CV , ,    , , ,    , ,S 5989
254.8765417,-12.8908889, ,V841 Oph ,16 59 30.37,-12 53 27.2,NB     , ,4.2,v, ,13.5,v,BD -12 4633
254.9653699,19.4626705, ,Her      ,16 59 51.69,+19 27 45.6,NL     , ,16.8,g, ,    , ,SDSS J165951+192745
255.02525,-57.8644722, ,V433 Ara ,17 00 06.06,-57 51 52.1,NL/UGZ , ,14.8,p,<,18.3,v,S 6006
255.0903333,-20.8927222,*,V1195 Oph,17 00 21.68,-20 53 33.8,UGSU   , ,16.3,p,<,20.1,p,Plaut 2-71
255.2220827,40.0660297, ,Her      ,17 00 53.30,+40 03 57.7,AM     , ,19.4,s, ,    , ,SDSS J170053+400358
255.4582917,-20.3501389,*,V1235 Oph,17 01 49.99,-20 21 00.5,N OR UV, ,17,p,<,20.8,p,Plaut 2-111
255.5551965,32.4983974, ,Her      ,17 02 13.25,+32 29 54.2,UGSU   , ,17.4,V, ,19.1,V,SDSS J170213+322954
255.6837013,22.5966509, ,Her      ,17 02 44.09,+22 35 47.9,CV     , ,17.4,g, ,    , ,SDSS J170244+223547
255.6938333,-34.6745556,*,V598 Sco ,17 02 46.52,-34 40 28.4,non-CV , ,    , , ,    , ,HV 10836
255.850372,32.1647778, ,Her      ,17 03 24.09,+32 09 53.2,CV     , ,18.2,s, ,    , ,SDSS J170324+320953
256.02225,-36.7260556, ,V601 Sco ,17 04 05.34,-36 43 33.8,UG:    , ,15,p,<,16.5,p,HV 10840
256.2595833,-18.9914722,*,V1326 Oph,17 05 02.30,-18 59 29.3,UG     , ,17.9,p,<,20.2,p,Plaut 2-202
256.4272589,31.5446415, ,Her      ,17 05 42.54,+31 32 40.7,CV     , ,19.7,s, ,    , ,SDSS J170542+313240
256.5255,25.8648056,*,Her      ,17 06 06.12,+25 51 53.3,CV     , ,16.5,c,<,19.5,c,
256.8226667,-43.256,*,V992 Sco ,17 07 17.44,-43 15 21.6,NA     , ,8.3,p, ,17.2,V,
256.8404583,-34.0872778,*,V455 Sco ,17 07 21.71,-34 05 14.2,non-CV , ,    , , ,    , ,HV 7869
257.0187083,-32.7005,*,FQ Sco   ,17 08 04.49,-32 42 01.8,UGSS   , ,12,B, ,18.5,B,HV 4389
257.0795417,-25.8085556,*,V2051 Oph,17 08 19.09,-25 48 30.8,UGSU   , ,13,v, ,17.5,v,
257.4085417,-27.3156111,*,V2101 Oph,17 09 38.05,-27 18 56.2,non-CV , ,    , , ,    , ,BV 1694
257.8353333,56.5928056,*,Dra      ,17 11 20.48,+56 35 34.1,non-CV , ,    , , ,    , ,PG 1710+567
257.8583333,-16.3386111,*,V1548 Oph,17 11 26.00,-16 20 19.0,non-ex?, ,    , , ,    , ,Plaut 2-429
257.9378338,30.2222555, ,Her      ,17 11 45.08,+30 13 20.1,CV     , ,20.3,s, ,    , ,SDSS J171145+301320
258.0065833,-29.6259167,*,V2214 Oph,17 12 01.58,-29 37 33.3,NB/AM  , ,8.5,p, ,20.5,j,
258.1517917,-24.24575,*,V2400 Oph,17 12 36.43,-24 14 44.7,DQ     , ,14.2,V, ,14.6,V,Oph3;RX J1712.6-2414
258.1987911,60.7675853,*,Dra      ,17 12 47.71,+60 46 03.3,CV     , ,20,s, ,    , ,SDSSp J171247+604603
258.2136667,-30.9437778,*,V1186 Sco,17 12 51.28,-30 56 37.6,NB     , ,10.9,V, ,    , ,ASAS 171251-3056.6
258.2340417,33.522,*,V795 Her ,17 12 56.17,+33 31 19.2,DQ     , ,12.5,B, ,13.2,B,PG 1711+336
258.275,83.3125,*,UMi      ,17 13 06.00,+83 18 45.0,N:     , ,13.5,v, ,21,v,FBS 1719+834
258.4597083,49.2696944,*,Her4     ,17 13 50.33,+49 16 10.9,non-CV , ,    , , ,    , ,PG 1712+493
258.664,-58.8975278, ,V499 Ara ,17 14 39.36,-58 53 51.1,UG     , ,14.8,p,<,16.2,p,S 6115
259.1585,24.4464722,*,V360 Her ,17 16 38.04,+24 26 47.3,non-ex , ,    , , ,    , ,
259.2245417,-65.5476389,*,V877 Ara ,17 16 53.89,-65 32 51.5,UGSU   , ,13.5,p, ,20.3,r,NSV 8383
259.2773333,43.1401111,*,Her      ,17 17 06.56,+43 08 24.4,CV:    , ,22.6,U, ,    , ,NGC 6341-8203
259.6541667,41.2642222,*,V825 Her ,17 18 37.00,+41 15 51.2,UX     , ,14.1,V, ,14.4,V,PG 1717+413
259.8087083,-27.3764444,*,V2573 Oph,17 19 14.09,-27 22 35.2,N      , ,10.6,V, ,    , ,Nova Oph 2003
260.0867917,-26.7739722,*,V2264 Oph,17 20 20.83,-26 46 26.3,NA     , ,9.9,v,<,21,p,
260.2733333,23.6602222, ,V478 Her ,17 21 05.60,+23 39 36.8,UGSU   , ,15.5,p, ,17.1,p,S 4133
260.5110833,-32.0968889, ,V729 Sco ,17 22 02.66,-32 05 48.8,N OR M , ,14,p, ,22,j,
260.5182083,-19.8190278,*,V2527 Oph,17 22 04.37,-19 49 08.5,UGSU   , ,14.4,c, ,19,c,Oph2/1E1719.5-1946
260.6831235,27.3987498, ,Her      ,17 22 43.95,+27 23 55.5,CV     , ,20.6,B, ,    , ,FSVS J1722+2723
260.6989167,-75.1657222, ,DT Aps   ,17 22 47.74,-75 09 56.6,UGSS   , ,14.4,p,<,15.8,p,S 5646
260.7799167,-12.8027222,*,RY Ser   ,17 23 07.18,-12 48 09.8,UG     , ,14.1,B, ,18,B,Ross 19
261.0261667,41.2355556, ,V1007 Her,17 24 06.28,+41 14 08.0,AM     , ,17.6,V, ,    , ,RX J1724.0+4114
261.066375,-24.6139444,*,V2109 Oph,17 24 15.93,-24 36 50.2,N      , ,10.8,r, ,18,j,
261.1250833,-24.8016944, ,BB Oph   ,17 24 30.02,-24 48 06.1,N:     , ,11.3,p, ,19,j,HV 3985
261.2767083,-23.1864167,*,V2295 Oph,17 25 06.41,-23 11 11.1,NA     , ,9,V,<,21,V,
261.4939167,-35.5421667, ,V478 Sco ,17 25 58.54,-35 32 31.8,UG     , ,14,B, ,16.7,B,HV 7898
261.5081666,54.5418874, ,Dra      ,17 26 01.96,+54 32 30.8,CV     , ,20.5,s, ,    , ,SDSSp J172601+543230
261.5345833,-39.0680556,*,V902 Sco ,17 26 08.30,-39 04 05.0,NB     , ,11,p, ,20,j,He 3-1401
261.5404167,-21.9077778,*,V906 Oph ,17 26 09.70,-21 54 28.0,NA     , ,8.4, ,<,13,p,
261.620375,-39.7188611, ,Sco      ,17 26 28.89,-39 43 07.9,UG:    , ,    , , ,    , ,Bul_sc47_680
261.7615,-40.1533611, ,Sco      ,17 27 02.76,-40 09 12.1,UGSU:  , ,17.8,I, ,21.3,I,Bul_sc47_70
261.86525,45.5110833,*,V809 Her ,17 27 27.66,+45 30 39.9,non-CV , ,    , , ,    , ,S 10875
261.9625,-27.75,*,V908 Oph ,17 27 51.00,-27 45 00.0,N      , ,11.5,p,<,14,p,
262.2820417,-40.0892778, ,Sco      ,17 29 07.69,-40 05 21.4,UG:    , ,18.6,I, ,21.3,I,Bul_sc49_614
262.328375,-31.7670833,*,V1187 Sco,17 29 18.81,-31 46 01.5,N      , ,7.4,c, ,    , ,Nova Sco 2004 No. 2
262.3739583,-40.0194167, ,Sco      ,17 29 29.75,-40 01 09.9,UG     , ,17.7,I, ,20.5,I,Bul_sc49_672
262.38325,-40.3468333, ,Sco      ,17 29 31.98,-40 20 48.6,UG     , ,18.9,I, ,20.4,I,Bul_sc49_332
262.3916667,82.4466667,*,UMi      ,17 29 34.00,+82 26 48.0,N/NL:  , ,14,v, ,21,v,FBS 1735+825
262.534834,62.798473,*,Dra      ,17 30 08.36,+62 47 54.5,UGSU   , ,15.9,s, ,    , ,SDSSp J173008+624754
262.59125,-5.99225, ,Oph      ,17 30 21.90,-05 59 32.1,DQ     , ,16.3,B, ,    , ,1RXS J173021-055933
262.6407917,-46.0994722, ,AT Ara   ,17 30 33.79,-46 05 58.1,UGSS   , ,11.5,v, ,14.9,v,HV 6551
262.6884583,-42.1948889,*,MM Sco   ,17 30 45.23,-42 11 41.6,UGSU   , ,13,B, ,18.5,B,HV 6553
262.7208333,10.2833333,*,V1063 Oph,17 30 53.00,+10 17 00.0,UG     , ,15.5,p,<,17.5,p,S 9807
262.9751667,-67.7143333,*,EK Aps   ,17 31 54.04,-67 42 51.6,non-CV , ,    , , ,    , ,
262.9991667,-19.2322222, ,V2487 Oph,17 31 59.80,-19 13 56.0,NA     , ,9.5,p, ,17.7,p,
263.0630833,-16.256, ,V442 Oph ,17 32 15.14,-16 15 21.6,VY     , ,12.6,v, ,15.5,v,SVS 337
263.6853333,-28.1765278, ,V972 Oph ,17 34 44.48,-28 10 35.5,NB     , ,8,p, ,17.5,B,
263.7919167,-63.0474167, ,FV Ara   ,17 35 10.06,-63 02 50.7,UG     , ,12,p,<,18,p,HV 6770
263.935875,-19.3261389,*,V2313 Oph,17 35 44.61,-19 19 34.1,NA     , ,7.5,V,<,12.5,V,
264.2531667,-54.43075,*,Ara      ,17 37 00.76,-54 25 50.7,non-CV , ,    , , ,    , ,NSV 9208
264.393375,-16.3883056,*,V2540 Oph,17 37 34.41,-16 23 17.9,NB     , ,8.5,p,<,21,p,
264.409125,-3.2449444,*,Oph      ,17 37 38.19,-03 14 41.8,N      , ,15.6,p, ,21,v,M14 Nova 1938
264.5888333,-47.1780833,*,BF Ara   ,17 38 21.32,-47 10 41.1,UGSU   , ,13.6,p,<,16,p,HV 6576
264.689625,-23.4718333,*,V2574 Oph,17 38 45.51,-23 28 18.6,N      , ,10.3,V, ,    , ,
264.705125,-22.8469167,*,V794 Oph ,17 38 49.23,-22 50 48.9,NB     , ,11.7,p, ,18,p,
264.80125,-45.4791667,*,V728 Sco ,17 39 12.30,-45 28 45.0,N::    , ,5,v, ,20,j,N Ara 1862
264.8708333,21.1833333,*,Her      ,17 39 29.00,+21 11 00.0,N:     , ,13,p, ,    , ,NSV 9445
264.9290833,-35.8773333,*,V733 Sco ,17 39 42.98,-35 52 38.4,N OR M , ,13.5,p, ,21,j,
264.966375,-11.9441111,*,RT Ser   ,17 39 51.93,-11 56 38.8,non-CV , ,    , , ,    , ,He 3-1452
265.1425417,-53.6877222, ,Ara      ,17 40 34.21,-53 41 15.8,CV     , ,23.9,B, ,    , ,NGC 6397-U31
265.1619167,-53.6643056,*,Ara      ,17 40 38.86,-53 39 51.5,non-CV , ,    , , ,    , ,NGC 6397-U28
265.1705417,-53.6736667, ,Ara      ,17 40 40.93,-53 40 25.2,CV:    , ,    , , ,    , ,NGC 6397-COOL7
265.172625,-53.6715278,*,Ara      ,17 40 41.43,-53 40 17.5,CV:    , ,17.5,V, ,18.3,V,NGC 6397-CV1
265.173625,-53.6720833,*,Ara      ,17 40 41.67,-53 40 19.5,UG/DQ: , ,20.8,V, ,    , ,NGC 6397-CV4
265.1745,-53.6739722,*,Ara      ,17 40 41.88,-53 40 26.3,CV:    , ,21.1,f, ,    , ,NGC 6397-DP1
265.175625,-53.6740833,*,Ara      ,17 40 42.15,-53 40 26.7,UG/DQ: , ,19.5,V, ,    , ,NGC 6397-DP3
265.175875,-53.6746389,*,Ara      ,17 40 42.21,-53 40 28.7,UG/CV: , ,16.2,V, ,22,V,NGC 6397-DP2
265.176,-53.67525, ,Ara      ,17 40 42.24,-53 40 30.9,CV:    , ,    , , ,    , ,NGC 6397-COOL4
265.177,-53.6715,*,Ara      ,17 40 42.48,-53 40 17.4,UG/DQ: , ,18.3,V, ,22.5,V,NGC 6397-CV3
265.1773333,-53.6738056,*,Ara      ,17 40 42.56,-53 40 25.7,CV:    , ,21.1,f, ,    , ,NGC 6397-DP4
265.1790833,-53.6701667, ,Ara      ,17 40 42.98,-53 40 12.6,CV:    , ,    , , ,    , ,NGC 6397-COOL5
265.1835417,-53.6776667,*,Ara      ,17 40 44.05,-53 40 39.6,CV     , ,    , , ,    , ,NGC 6397-U13
265.1905833,-53.6783333,*,Ara      ,17 40 45.74,-53 40 42.0,CV     , ,    , , ,    , ,NGC 6397-U11
265.19925,-53.6910278, ,Ara      ,17 40 47.82,-53 41 27.7,CV     , ,23.6,B, ,    , ,NGC 6397-U60
265.2039583,-53.6635833,*,Ara      ,17 40 48.95,-53 39 48.9,CV     , ,19.4,V, ,19.8,V,NGC 6397-U10
265.206,7.0429722,*,V810 Oph ,17 40 49.44,+07 02 34.7,non-CV , ,    , , ,    , ,HV 11017
265.2200417,-53.6894167, ,Ara      ,17 40 52.81,-53 41 21.9,CV     , ,23.4,B, ,    , ,NGC 6397-U7
265.2704583,-47.0575833,*,AE Ara   ,17 41 04.91,-47 03 27.3,non-CV , ,    , , ,    , ,HV 5491
265.39325,-23.3925278,*,V1012 Oph,17 41 34.38,-23 23 33.1,N      , ,13.8,p, ,22,j,SVS 1308
265.5382083,23.8083056,*,V660 Her ,17 42 09.17,+23 48 29.9,UG     , ,14.3,V, ,18.7,V,SVS 2120
265.5875,-24.9833333,*,V2024 Oph,17 42 21.00,-24 59 00.0,N      , ,11,v,<,18, ,
265.6212083,-34.6781944,*,V721 Sco ,17 42 29.09,-34 40 41.5,N      , ,10.1,p,<,18,j,He 3-1458
265.7229167,-24.8572778,*,V553 Oph ,17 42 53.50,-24 51 26.2,NA     , ,12.5,p, ,22,j,
265.7729167,-20.1152778,*,V2290 Oph,17 43 05.50,-20 06 55.0,NA     , ,9.3,v,<,19,j,
265.8890833,-22.7598056,*,V2110 Oph,17 43 33.38,-22 45 35.3,NB/Z AN, ,12,p, ,20,j,AS 239
265.9775417,-36.0575,*,V916 Sco ,17 43 54.61,-36 03 27.0,non-CV , ,    , , ,    , ,
266.068625,-35.7232222,*,KP Sco   ,17 44 16.47,-35 43 23.6,NA:    , ,9.4,p, ,21,j,HV 4716
266.0899583,-34.2765833,*,V1188 Sco,17 44 21.59,-34 16 35.7,N      , ,8.9,v, ,    , ,Nova Sco 2005
266.259875,-35.6352778,*,V734 Sco ,17 45 02.37,-35 38 07.0,N OR M , ,14.7,p, ,20,j,IRAS 17416-3537
266.2858333,-25.7336111,*,Sgr      ,17 45 08.60,-25 44 01.0,N:     , ,16.9,r, ,    , ,K5-15
266.38625,-29.0977778,*,Sgr      ,17 45 32.70,-29 05 52.0,AM     , ,    , , ,    , ,CXOGC J174532-290552
266.4325,-34.0150556,*,V719 Sco ,17 45 43.80,-34 00 54.2,NA     , ,9.8,p, ,20.5,j,He 3-1473
266.65575,-22.7523889, ,Sgr      ,17 46 37.38,-22 45 08.6,UG     , ,18.7,I, ,20.2,I,Bul_sc14_3708
266.6966667,-36.6642778, ,Sco      ,17 46 47.20,-36 39 51.4,UG:    , ,    , , ,    , ,Bul_sc28_1459
266.818,-35.0274444, ,Sco      ,17 47 16.32,-35 01 38.8,UG     , ,18,I, ,19.3,I,Bul_sc26_2089
266.840125,-23.4726111,*,V4744 Sgr,17 47 21.63,-23 28 21.4,NA     , ,9.7,R,<,20,R,N Sgr 2002 No. 4
266.88725,-23.4566389, ,Sgr      ,17 47 32.94,-23 27 23.9,UGSU:  , ,16.5,I, ,21.3,I,Bul_sc14_587
266.9083333,-33.1986111,*,Sco      ,17 47 38.00,-33 11 55.0,N      , ,11,p, ,21,j,NSV 9663
266.9757917,-35.4101667, ,Sco      ,17 47 54.19,-35 24 36.6,UG:    , ,    , , ,    , ,Bul_sc27_759
267.01475,-24.7803333,*,Sgr      ,17 48 03.54,-24 46 49.2,CV     , ,    , , ,    , ,Terzan 5 - W10
267.0169167,-24.7779167,*,Sgr      ,17 48 04.06,-24 46 40.5,CV     , ,    , , ,    , ,Terzan 5 - W9
267.0175417,-24.77825,*,Sgr      ,17 48 04.21,-24 46 41.7,CV     , ,    , , ,    , ,Terzan 5 - W7
267.0182083,-24.7843611,*,Sgr      ,17 48 04.37,-24 47 03.7,CV     , ,    , , ,    , ,Terzan 5 - W6
267.0183333,-24.77725,*,Sgr      ,17 48 04.40,-24 46 38.1,CV     , ,    , , ,    , ,Terzan 5 - W5
267.0242917,34.0670833,*,Her      ,17 48 05.83,+34 04 01.5,CV:    , ,16.2,c,<,20,c,
267.1065417,-36.7969722, ,Sco      ,17 48 25.57,-36 47 49.1,UG     , ,18.5,I, ,20.2,I,Bul_sc29_1956
267.1099167,-36.6319167,*,V707 Sco ,17 48 26.38,-36 37 54.9,NA     , ,9.9,p, ,20,j,HV 3618
267.1541667,-34.9638889,*,V722 Sco ,17 48 37.00,-34 57 50.0,NA     , ,9.4,v,<,13,v,
267.1605833,-37.3471667, ,Sco      ,17 48 38.54,-37 20 49.8,UG:    , ,    , , ,    , ,Bul_sc29_606
267.1689583,-18.7602222, ,V3888 Sgr,17 48 40.55,-18 45 36.8,N      , ,9,v, ,21,V,
267.216125,-20.3594167,*,Sgr      ,17 48 51.87,-20 21 33.9,CV:    , ,    , , ,    , ,NGC 6440-CX13
267.216625,-20.3629444,*,Sgr      ,17 48 51.99,-20 21 46.6,CV:    , ,    , , ,    , ,NGC 6440-CX8
267.217,-20.3565556,*,Sgr      ,17 48 52.08,-20 21 23.6,CV:    , ,    , , ,    , ,NGC 6440-CX23
267.2179583,-20.3595278,*,Sgr      ,17 48 52.31,-20 21 34.3,CV:    , ,    , , ,    , ,NGC 6440-CX15
267.2184583,-20.3606944,*,Sgr      ,17 48 52.43,-20 21 38.5,CV:    , ,    , , ,    , ,NGC 6440-CX24
267.2189167,-20.3596389,*,Sgr      ,17 48 52.54,-20 21 34.7,CV:    , ,    , , ,    , ,NGC 6440-CX14
267.2190833,-20.3590556,*,Sgr      ,17 48 52.58,-20 21 32.6,CV:    , ,    , , ,    , ,NGC 6440-CX18
267.2195,-20.3601944,*,Sgr      ,17 48 52.68,-20 21 36.7,CV:    , ,    , , ,    , ,NGC 6440-CX17
267.219625,-20.3606111,*,Sgr      ,17 48 52.71,-20 21 38.2,CV:    , ,    , , ,    , ,NGC 6440-CX19
267.2197083,-20.3615556,*,Sgr      ,17 48 52.73,-20 21 41.6,CV:    , ,    , , ,    , ,NGC 6440-CX16
267.2202083,-20.3593333,*,Sgr      ,17 48 52.85,-20 21 33.6,CV/LMXB, ,    , , ,    , ,NGC 6440-CX6
267.2202917,-20.3586944,*,Sgr      ,17 48 52.87,-20 21 31.3,CV:    , ,    , , ,    , ,NGC 6440-CX10
267.220375,-20.3598611,*,Sgr      ,17 48 52.89,-20 21 35.5,CV:    , ,    , , ,    , ,NGC 6440-CX11
267.2204167,-20.3638611,*,Sgr      ,17 48 52.90,-20 21 49.9,CV:    , ,    , , ,    , ,NGC 6440-CX20
267.2205833,-20.361,*,Sgr      ,17 48 52.94,-20 21 39.6,CV:    , ,    , , ,    , ,NGC 6440-CX9
267.2213333,-20.3575,*,Sgr      ,17 48 53.12,-20 21 27.0,CV:    , ,    , , ,    , ,NGC 6440-CX12
267.2217083,-20.3592778,*,Sgr      ,17 48 53.21,-20 21 33.4,CV:    , ,    , , ,    , ,NGC 6440-CX21
267.2217917,-20.3622222,*,Sgr      ,17 48 53.23,-20 21 44.0,CV:    , ,    , , ,    , ,NGC 6440-CX22
267.2221667,-20.3615833,*,Sgr      ,17 48 53.32,-20 21 41.7,CV/LMXB, ,    , , ,    , ,NGC 6440-CX4
267.2291667,-17.8666667,*,V1274 Sgr,17 48 55.00,-17 52 00.0,N/SN:  , ,9.5,p,<,13,p,SN s1954a
267.352375,-12.9997778,*,V378 Ser ,17 49 24.57,-12 59 59.2,N      , ,11.8,V,<,19.5,p,
267.4272917,-17.3931667, ,V3964 Sgr,17 49 42.55,-17 23 35.4,NA     , ,9.4,p,<,17,p,
267.4735417,-33.5371389, ,V825 Sco ,17 49 53.65,-33 32 13.7,N      , ,12,p, ,19,j,
267.5216667,-35.3993889,*,V723 Sco ,17 50 05.20,-35 23 57.8,NA/NRA:, ,9.8,p, ,19,j,
267.5548333,-6.7079167,*,RS Oph   ,17 50 13.16,-06 42 28.5,NRA    , ,4.3,v, ,12.5,v,BD -6 4661
267.5568333,6.0914722,*,V380 Oph ,17 50 13.64,+06 05 29.3,NL     , ,14.5,v,<,16.1,v,159.1929
267.5820335,-27.4173397,*,V759 Sgr ,17 50 19.69,-27 25 02.4,UX/UG  , ,13.6,p, ,16,p,HV 10285
267.598125,-20.6750833,*,V1172 Sgr,17 50 23.55,-20 40 30.3,N      , ,9,p, ,18,j,
267.650375,-30.0296111,*,Sgr      ,17 50 36.09,-30 01 46.6,NA     ,>,14.5,I, ,18.4,I,Bul_sc5_2859
